Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount,Tax,Payment_Method,Order_Status
O00322,2025-05-30,C0071,P0030,S001,6,267.11,80.13,0,UPI,Completed
O00323,2025-04-11,C0032,P0030,S006,10,267.11,400.67,0,Card,Completed
O00324,2025-11-22,C0053,P0002,S004,9,1919.77,1727.79,0,Cash,Returned
O00325,2025-04-16,C0001,P0049,S007,5,969.43,0.0,0,Card,Completed
O00326,2025-04-29,C0008,P0010,S005,2,1826.7,0.0,0,Net Banking,Completed
O00327,2025-09-16,C0048,P0030,S002,10,267.11,0.0,0,Card,Completed
O00328,2025-08-11,C0051,P0005,S010,10,1505.51,0.0,0,Card,Completed
O00329,2025-08-20,C0034,P0021,S007,6,1301.36,780.82,0,UPI,Completed
O00330,2025-02-24,C0026,P0009,S010,2,2290.86,229.09,0,Card,Completed
O00331,2025-04-17,C0041,P0027,S002,9,1703.9,1533.51,0,Net Banking,Completed
O00332,2025-12-27,C0034,P0008,S002,3,1176.73,353.02,0,Cash,Completed
O00333,2025-07-22,C0042,P0010,S002,4,1826.7,730.68,0,Cash,Completed
O00334,2025-10-12,C0034,P0012,S001,7,2046.14,2148.45,0,Card,Completed
O00335,2025-04-24,C0014,P0009,S002,1,2290.86,0.0,0,Card,Completed
O00336,2025-02-08,C0052,P0024,S002,10,288.47,288.47,0,Cash,Returned
O00337,2025-06-19,C0026,P0042,S008,3,1300.38,0.0,0,Cash,Completed
O00338,2025-07-22,C0060,P0004,S003,10,918.38,1377.57,0,Net Banking,Completed
O00339,2025-04-06,C0088,P0028,S003,6,2096.23,628.87,0,UPI,Completed
O00340,2025-11-28,C0020,P0003,S010,10,1858.13,929.07,0,UPI,Completed
O00341,2025-07-16,C0071,P0031,S001,2,1248.18,249.64,0,Card,Completed
O00342,2025-07-15,C0083,P0034,S004,9,582.17,0.0,0,UPI,Completed
O00343,2025-07-18,C0063,P0023,S010,9,888.86,799.97,0,UPI,Completed
O00344,2025-01-30,C0041,P0039,S004,1,603.51,60.35,0,Net Banking,Completed
O00345,2025-05-07,C0099,P0038,S004,3,1329.92,0.0,0,Card,Completed
O00346,2025-07-01,C0095,P0004,S004,10,918.38,1377.57,0,Card,Completed
O00347,2025-12-27,C0076,P0021,S006,10,1301.36,0.0,0,UPI,Cancelled
O00348,2025-10-05,C0073,P0010,S010,4,1826.7,1096.02,0,UPI,Completed
O00349,2025-01-11,C0005,P0006,S001,4,1428.87,285.77,0,Net Banking,Completed
O00350,2025-06-15,C0079,P0013,S003,6,748.7,224.61,0,Cash,Completed
O00351,2025-02-07,C0076,P0046,S003,2,754.49,150.9,0,UPI,Completed
O00352,2025-06-04,C0085,P0026,S010,2,1712.19,342.44,0,UPI,Completed
O00353,2025-03-31,C0021,P0047,S007,8,1161.35,929.08,0,UPI,Completed
O00354,2025-03-07,C0076,P0012,S007,5,2046.14,1023.07,0,Card,Completed
O00355,2025-04-04,C0090,P0037,S007,10,1625.66,0.0,0,UPI,Cancelled
O00356,2025-03-14,C0079,P0015,S010,2,746.48,223.94,0,UPI,Completed
O00357,2025-12-29,C0031,P0023,S006,3,888.86,0.0,0,UPI,Completed
O00358,2025-05-12,C0034,P0014,S004,2,1255.9,251.18,0,Cash,Completed
O00359,2025-07-31,C0007,P0025,S008,7,221.76,77.62,0,Net Banking,Completed
O00360,2025-10-23,C0045,P0035,S007,2,259.13,77.74,0,Card,Completed
O00361,2025-05-14,C0010,P0003,S005,1,1858.13,185.81,0,Cash,Completed
O00362,2025-06-23,C0022,P0025,S003,2,221.76,0.0,0,Net Banking,Completed
O00363,2025-03-22,C0056,P0042,S003,10,1300.38,1950.57,0,Cash,Completed
O00364,2025-12-05,C0027,P0013,S007,9,748.7,673.83,0,UPI,Completed
O00365,2025-03-20,C0013,P0004,S007,10,918.38,1377.57,0,Cash,Completed
O00366,2025-04-13,C0055,P0006,S005,10,1428.87,2143.3,0,Cash,Completed
O00367,2025-03-01,C0022,P0041,S005,2,1612.03,483.61,0,UPI,Completed
O00368,2025-04-05,C0061,P0032,S005,2,2118.05,635.42,0,UPI,Completed
O00369,2025-08-14,C0048,P0012,S008,1,2046.14,204.61,0,Net Banking,Completed
O00370,2025-02-13,C0035,P0037,S001,3,1625.66,0.0,0,UPI,Completed
O00371,2025-07-18,C0053,P0049,S010,4,969.43,0.0,0,Net Banking,Returned
O00372,2025-06-03,C0088,P0031,S010,4,1248.18,748.91,0,Cash,Completed
O00373,2025-03-03,C0092,P0003,S009,10,1858.13,929.07,0,Net Banking,Completed
O00374,2025-08-05,C0022,P0014,S004,3,1255.9,0.0,0,Cash,Returned
O00375,2025-06-13,C0056,P0013,S003,10,748.7,748.7,0,Cash,Completed
O00376,2025-09-24,C0072,P0026,S009,6,1712.19,1027.31,0,Net Banking,Cancelled
O00377,2025-02-27,C0002,P0045,S010,10,1902.16,2853.24,0,Net Banking,Completed
O00378,2025-10-16,C0073,P0038,S010,2,1329.92,0.0,0,Cash,Completed
O00379,2025-12-02,C0069,P0023,S007,5,888.86,666.64,0,Net Banking,Completed
O00380,2025-03-15,C0061,P0003,S003,5,1858.13,1393.6,0,Net Banking,Completed
O00381,2025-05-18,C0043,P0045,S004,1,1902.16,285.32,0,UPI,Completed
O00382,2025-04-27,C0039,P0020,S005,8,1439.39,0.0,0,Card,Completed
O00383,2025-11-06,C0096,P0029,S006,5,773.79,580.34,0,Cash,Completed
O00384,2025-01-29,C0028,P0027,S008,9,1703.9,1533.51,0,Card,Completed
O00385,2025-03-30,C0091,P0033,S007,3,1226.2,0.0,0,Card,Completed
O00386,2025-01-26,C0026,P0004,S004,1,918.38,137.76,0,UPI,Completed
O00387,2025-11-22,C0036,P0024,S008,9,288.47,389.43,0,Cash,Completed
O00388,2025-04-01,C0031,P0024,S008,10,288.47,432.71,0,Net Banking,Completed
O00389,2025-05-26,C0045,P0023,S003,5,888.86,0.0,0,Cash,Completed
O00390,2025-12-13,C0021,P0037,S004,4,1625.66,325.13,0,Card,Completed
O00391,2025-03-09,C0053,P0033,S001,1,1226.2,183.93,0,Card,Completed
O00392,2025-12-31,C0002,P0015,S005,10,746.48,746.48,0,UPI,Completed
O00393,2025-08-27,C0049,P0023,S008,5,888.86,222.22,0,UPI,Completed
O00394,2025-09-19,C0080,P0026,S010,2,1712.19,0.0,0,UPI,Completed
O00395,2025-09-04,C0077,P0039,S005,5,603.51,0.0,0,Cash,Completed
O00396,2025-12-02,C0036,P0041,S006,5,1612.03,806.01,0,UPI,Completed
O00397,2025-12-05,C0067,P0049,S004,1,969.43,145.41,0,UPI,Completed
O00398,2025-08-03,C0093,P0002,S008,5,1919.77,959.89,0,Net Banking,Completed
O00399,2025-04-24,C0005,P0038,S010,4,1329.92,531.97,0,Net Banking,Cancelled
O00400,2025-12-03,C0086,P0023,S009,5,888.86,222.22,0,Card,Completed
O00401,2025-12-15,C0061,P0009,S005,9,2290.86,1030.89,0,UPI,Completed
O00402,2025-06-19,C0029,P0023,S004,5,888.86,666.64,0,UPI,Completed
O00403,2025-11-21,C0038,P0030,S002,8,267.11,0.0,0,Cash,Completed
O00404,2025-07-31,C0025,P0033,S002,7,1226.2,858.34,0,Cash,Completed
O00405,2025-10-19,C0020,P0009,S004,6,2290.86,2061.77,0,Net Banking,Completed
O00406,2025-11-20,C0092,P0012,S002,8,2046.14,1636.91,0,Card,Completed
O00407,2025-03-28,C0008,P0001,S008,5,1383.98,346.0,0,Card,Completed
O00408,2025-11-21,C0098,P0050,S002,3,955.7,430.07,0,Net Banking,Completed
O00409,2025-07-11,C0062,P0025,S001,1,221.76,11.09,0,Cash,Completed
O00410,2025-11-17,C0097,P0034,S004,1,582.17,0.0,0,Card,Completed
O00411,2025-09-15,C0045,P0020,S003,2,1439.39,431.82,0,UPI,Completed
O00412,2025-08-11,C0006,P0020,S005,8,1439.39,1151.51,0,Card,Completed
O00413,2025-01-10,C0063,P0023,S004,3,888.86,399.99,0,Card,Completed
O00414,2025-03-05,C0017,P0014,S001,10,1255.9,627.95,0,UPI,Completed
O00415,2025-11-01,C0005,P0025,S005,9,221.76,0.0,0,Cash,Completed
O00416,2025-08-16,C0084,P0002,S001,2,1919.77,575.93,0,Net Banking,Completed
O00417,2025-06-04,C0033,P0031,S003,4,1248.18,0.0,0,Net Banking,Completed
O00418,2025-08-03,C0085,P0034,S005,10,582.17,291.08,0,Cash,Completed
O00419,2025-09-12,C0080,P0008,S005,2,1176.73,0.0,0,Card,Completed
O00420,2025-12-27,C0100,P0017,S009,4,2005.24,802.1,0,Net Banking,Completed
O00421,2025-06-19,C0006,P0036,S008,4,1065.1,639.06,0,Card,Completed
O00422,2025-03-18,C0086,P0006,S002,10,1428.87,2143.3,0,Cash,Completed
O00423,2025-08-22,C0010,P0047,S002,5,1161.35,290.34,0,UPI,Completed
O00424,2025-07-04,C0007,P0007,S003,1,1370.89,137.09,0,UPI,Completed
O00425,2025-12-06,C0015,P0007,S001,1,1370.89,68.54,0,Card,Completed
O00426,2025-06-25,C0057,P0040,S005,2,1024.91,204.98,0,Card,Completed
O00427,2025-08-04,C0052,P0030,S005,7,267.11,280.47,0,Card,Completed
O00428,2025-08-02,C0090,P0047,S001,3,1161.35,0.0,0,Net Banking,Completed
O00429,2025-07-03,C0087,P0029,S003,10,773.79,1160.68,0,Cash,Completed
O00430,2025-07-30,C0094,P0009,S008,8,2290.86,0.0,0,Net Banking,Completed
O00431,2025-12-09,C0034,P0042,S006,1,1300.38,65.02,0,UPI,Completed
O00432,2025-12-05,C0089,P0045,S010,2,1902.16,570.65,0,Card,Completed
O00433,2025-01-06,C0085,P0044,S007,3,2159.63,0.0,0,Card,Completed
O00434,2025-06-14,C0061,P0032,S003,2,2118.05,635.42,0,Card,Completed
O00435,2025-07-26,C0036,P0004,S009,4,918.38,551.03,0,Card,Completed
O00436,2025-08-17,C0057,P0037,S008,2,1625.66,487.7,0,UPI,Completed
O00437,2025-07-31,C0064,P0048,S001,2,181.2,54.36,0,Cash,Completed
O00438,2025-09-18,C0001,P0006,S010,10,1428.87,1428.87,0,Card,Completed
O00439,2025-08-21,C0059,P0022,S006,1,229.27,11.46,0,UPI,Completed
O00440,2025-02-28,C0080,P0039,S008,6,603.51,543.16,0,Cash,Completed
O00441,2025-10-08,C0029,P0001,S006,6,1383.98,830.39,0,UPI,Completed
O00442,2025-02-24,C0006,P0011,S008,3,1174.63,528.58,0,UPI,Completed
O00443,2025-04-08,C0025,P0008,S007,4,1176.73,706.04,0,UPI,Completed
O00444,2025-08-23,C0054,P0003,S010,2,1858.13,557.44,0,Card,Returned
O00445,2025-10-27,C0001,P0034,S001,9,582.17,785.93,0,Net Banking,Cancelled
O00446,2025-02-23,C0100,P0012,S010,3,2046.14,306.92,0,Net Banking,Completed
O00447,2025-11-08,C0078,P0021,S009,7,1301.36,1366.43,0,Card,Completed
O00448,2025-07-31,C0044,P0019,S008,3,273.93,41.09,0,UPI,Completed
O00449,2025-04-18,C0071,P0021,S009,4,1301.36,260.27,0,UPI,Completed
O00450,2025-12-30,C0087,P0009,S003,9,2290.86,2061.77,0,Cash,Completed
O00451,2025-12-12,C0072,P0031,S010,10,1248.18,1872.27,0,UPI,Completed
O00452,2025-07-15,C0055,P0001,S009,2,1383.98,0.0,0,Card,Completed
O00453,2025-12-16,C0008,P0013,S005,3,748.7,224.61,0,UPI,Completed
O00454,2025-07-03,C0008,P0045,S005,4,1902.16,0.0,0,Net Banking,Completed
O00455,2025-05-02,C0087,P0048,S009,4,181.2,108.72,0,UPI,Completed
O00456,2025-10-10,C0007,P0025,S007,7,221.76,155.23,0,Cash,Completed
O00457,2025-11-21,C0033,P0013,S010,8,748.7,299.48,0,UPI,Completed
O00458,2025-05-31,C0070,P0048,S010,4,181.2,36.24,0,Net Banking,Completed
O00459,2025-07-13,C0088,P0005,S003,3,1505.51,0.0,0,Cash,Completed
O00460,2025-01-03,C0072,P0017,S003,3,2005.24,601.57,0,UPI,Completed
O00461,2025-11-17,C0020,P0003,S003,6,1858.13,0.0,0,UPI,Completed
O00462,2025-09-27,C0074,P0036,S006,2,1065.1,213.02,0,Card,Returned
O00463,2025-10-06,C0067,P0005,S009,3,1505.51,677.48,0,Net Banking,Completed
O00464,2025-05-31,C0029,P0014,S006,6,1255.9,753.54,0,Card,Returned
O00465,2025-02-28,C0080,P0034,S008,9,582.17,0.0,0,UPI,Completed
O00466,2025-12-16,C0083,P0040,S010,4,1024.91,0.0,0,UPI,Completed
O00467,2025-01-13,C0015,P0025,S005,9,221.76,199.58,0,UPI,Completed
O00468,2025-11-30,C0066,P0029,S008,1,773.79,77.38,0,Card,Completed
O00469,2025-11-17,C0011,P0007,S003,9,1370.89,0.0,0,Cash,Completed
O00470,2025-04-16,C0081,P0050,S004,7,955.7,0.0,0,Net Banking,Completed
O00471,2025-06-19,C0010,P0048,S003,1,181.2,27.18,0,Cash,Completed
O00472,2025-10-22,C0007,P0012,S005,9,2046.14,0.0,0,Card,Cancelled
O00473,2025-06-11,C0053,P0025,S008,7,221.76,232.85,0,Cash,Completed
O00474,2025-10-27,C0016,P0035,S001,10,259.13,0.0,0,Cash,Completed
O00475,2025-12-18,C0010,P0023,S009,2,888.86,177.77,0,UPI,Completed
O00476,2025-12-05,C0037,P0049,S008,7,969.43,1017.9,0,Cash,Completed
O00477,2025-11-21,C0069,P0015,S003,7,746.48,522.54,0,Card,Completed
O00478,2025-03-05,C0094,P0042,S006,1,1300.38,65.02,0,Cash,Completed
O00479,2025-06-06,C0077,P0026,S009,9,1712.19,0.0,0,Card,Completed
O00480,2025-03-24,C0093,P0023,S004,7,888.86,311.1,0,Card,Completed
O00481,2025-10-09,C0033,P0013,S002,3,748.7,0.0,0,Net Banking,Completed
O00482,2025-04-12,C0010,P0019,S002,5,273.93,0.0,0,Net Banking,Returned
O00483,2025-11-14,C0046,P0009,S004,2,2290.86,458.17,0,Cash,Cancelled
O00484,2025-12-22,C0041,P0032,S008,6,2118.05,1270.83,0,Card,Completed
O00485,2025-06-10,C0047,P0021,S007,3,1301.36,0.0,0,Card,Completed
O00486,2025-03-10,C0092,P0048,S007,5,181.2,90.6,0,UPI,Completed
O00487,2025-10-10,C0060,P0029,S006,5,773.79,580.34,0,Cash,Completed
O00488,2025-05-15,C0078,P0006,S005,3,1428.87,214.33,0,Cash,Completed
O00489,2025-10-30,C0003,P0033,S001,10,1226.2,1839.3,0,Card,Cancelled
O00490,2025-12-01,C0071,P0017,S009,9,2005.24,2707.07,0,Card,Completed
O00491,2025-08-26,C0029,P0050,S010,5,955.7,238.93,0,Cash,Completed
O00492,2025-09-21,C0065,P0001,S004,10,1383.98,691.99,0,Card,Completed
O00493,2025-07-03,C0023,P0037,S010,3,1625.66,731.55,0,Cash,Completed
O00494,2025-04-30,C0063,P0015,S002,5,746.48,373.24,0,Cash,Completed
O00495,2025-01-24,C0067,P0024,S007,8,288.47,346.16,0,Cash,Returned
O00496,2025-10-24,C0042,P0007,S009,5,1370.89,685.45,0,Card,Completed
O00497,2025-07-12,C0049,P0024,S010,2,288.47,57.69,0,Card,Completed
O00498,2025-09-14,C0046,P0023,S008,8,888.86,0.0,0,Card,Completed
O00499,2025-03-18,C0030,P0005,S009,5,1505.51,376.38,0,Card,Completed
O00500,2025-06-19,C0078,P0046,S002,4,754.49,452.69,0,Cash,Completed
O00501,2025-11-28,C0062,P0031,S004,10,1248.18,624.09,0,Net Banking,Completed
O00502,2025-03-10,C0006,P0009,S010,10,2290.86,1145.43,0,Cash,Completed
O00503,2025-09-22,C0019,P0004,S003,5,918.38,229.59,0,Net Banking,Completed
O00504,2025-04-21,C0073,P0041,S001,5,1612.03,0.0,0,Net Banking,Completed
O00505,2025-11-04,C0061,P0031,S003,4,1248.18,748.91,0,Card,Completed
O00506,2025-03-27,C0099,P0012,S010,9,2046.14,1841.53,0,UPI,Cancelled
O00507,2025-07-17,C0077,P0038,S002,4,1329.92,797.95,0,Card,Completed
O00508,2025-11-07,C0026,P0034,S009,7,582.17,203.76,0,Cash,Completed
O00509,2025-02-17,C0079,P0039,S001,9,603.51,0.0,0,Net Banking,Completed
O00510,2025-07-09,C0078,P0035,S001,7,259.13,272.09,0,Cash,Completed
O00511,2025-10-29,C0055,P0015,S008,7,746.48,522.54,0,Cash,Completed
O00512,2025-11-03,C0033,P0031,S004,2,1248.18,249.64,0,Net Banking,Completed
O00513,2025-09-24,C0001,P0046,S001,10,754.49,0.0,0,Cash,Completed
O00514,2025-02-24,C0027,P0045,S006,7,1902.16,1331.51,0,Card,Completed
O00515,2025-10-17,C0075,P0017,S005,9,2005.24,2707.07,0,UPI,Completed
O00516,2025-04-02,C0088,P0026,S004,7,1712.19,1797.8,0,UPI,Completed
O00517,2025-12-28,C0062,P0017,S005,10,2005.24,2005.24,0,Net Banking,Completed
O00518,2025-02-21,C0085,P0008,S004,8,1176.73,470.69,0,Card,Completed
O00519,2025-07-19,C0044,P0036,S010,1,1065.1,53.25,0,Cash,Completed
O00520,2025-02-02,C0019,P0031,S010,7,1248.18,0.0,0,UPI,Completed
O00521,2025-11-11,C0011,P0039,S001,7,603.51,633.69,0,UPI,Completed
O00522,2025-01-06,C0077,P0004,S003,8,918.38,1102.06,0,Card,Completed
O00523,2025-11-11,C0067,P0019,S004,1,273.93,13.7,0,Card,Completed
O00524,2025-05-22,C0047,P0016,S001,3,1450.9,0.0,0,Net Banking,Completed
O00525,2025-12-27,C0051,P0026,S010,4,1712.19,0.0,0,Cash,Cancelled
O00526,2025-06-27,C0071,P0019,S009,10,273.93,273.93,0,UPI,Completed
O00527,2025-05-14,C0025,P0030,S007,10,267.11,0.0,0,Card,Completed
O00528,2025-06-24,C0014,P0036,S002,9,1065.1,958.59,0,Cash,Completed
O00529,2025-07-13,C0033,P0035,S010,5,259.13,194.35,0,Net Banking,Completed
O00530,2025-09-04,C0097,P0022,S008,8,229.27,0.0,0,Cash,Completed
O00531,2025-07-31,C0049,P0041,S004,4,1612.03,644.81,0,UPI,Completed
O00532,2025-02-17,C0002,P0045,S005,4,1902.16,760.86,0,Net Banking,Completed
O00533,2025-06-10,C0044,P0005,S009,3,1505.51,677.48,0,UPI,Completed
O00534,2025-04-13,C0074,P0018,S003,4,1251.95,751.17,0,Card,Completed
O00535,2025-11-13,C0034,P0014,S004,4,1255.9,251.18,0,UPI,Completed
O00536,2025-10-05,C0014,P0008,S002,8,1176.73,0.0,0,Cash,Completed
O00537,2025-09-09,C0048,P0040,S006,8,1024.91,819.93,0,Card,Returned
O00538,2025-01-28,C0066,P0018,S007,4,1251.95,250.39,0,Net Banking,Completed
O00539,2025-12-18,C0070,P0003,S009,6,1858.13,1672.32,0,Card,Completed
O00540,2025-12-19,C0016,P0045,S009,8,1902.16,1521.73,0,Cash,Completed
O00541,2025-07-05,C0027,P0025,S010,2,221.76,44.35,0,UPI,Completed
O00542,2025-07-07,C0034,P0016,S005,8,1450.9,1160.72,0,Card,Completed
O00543,2025-05-24,C0027,P0027,S006,6,1703.9,1533.51,0,Net Banking,Completed
O00544,2025-05-01,C0017,P0037,S004,2,1625.66,325.13,0,Net Banking,Completed
O00545,2025-04-01,C0026,P0010,S003,8,1826.7,0.0,0,Net Banking,Completed
O00546,2025-06-03,C0081,P0034,S009,6,582.17,523.95,0,UPI,Completed
O00547,2025-01-31,C0073,P0004,S007,2,918.38,91.84,0,Card,Completed
O00548,2025-05-14,C0061,P0041,S002,8,1612.03,1289.62,0,UPI,Completed
O00549,2025-03-04,C0072,P0017,S006,1,2005.24,300.79,0,UPI,Completed
O00550,2025-05-26,C0078,P0013,S010,10,748.7,374.35,0,UPI,Completed
O00551,2025-11-11,C0066,P0032,S008,2,2118.05,635.42,0,UPI,Completed
O00552,2025-02-06,C0019,P0011,S006,7,1174.63,1233.36,0,Cash,Completed
O00553,2025-11-06,C0030,P0021,S006,5,1301.36,650.68,0,Net Banking,Completed
O00554,2025-07-31,C0057,P0050,S006,10,955.7,1433.55,0,Card,Completed
O00555,2025-04-18,C0003,P0009,S004,5,2290.86,0.0,0,Card,Completed
O00556,2025-01-14,C0013,P0005,S008,9,1505.51,0.0,0,Net Banking,Completed
O00557,2025-02-13,C0011,P0007,S005,10,1370.89,685.45,0,Net Banking,Completed
O00558,2025-03-09,C0032,P0048,S005,8,181.2,72.48,0,Card,Completed
O00559,2025-10-04,C0085,P0023,S006,8,888.86,1066.63,0,UPI,Completed
O00560,2025-11-20,C0018,P0045,S009,3,1902.16,855.97,0,Net Banking,Completed
O00561,2025-10-04,C0082,P0035,S005,6,259.13,233.22,0,Card,Completed
O00562,2025-03-21,C0057,P0020,S006,7,1439.39,1007.57,0,UPI,Completed
O00563,2025-08-29,C0067,P0049,S003,6,969.43,581.66,0,Cash,Completed
O00564,2025-08-09,C0063,P0049,S008,5,969.43,0.0,0,UPI,Completed
O00565,2025-10-15,C0001,P0036,S006,4,1065.1,639.06,0,Net Banking,Completed
O00566,2025-05-15,C0021,P0046,S007,7,754.49,264.07,0,Cash,Completed
O00567,2025-11-29,C0031,P0034,S010,5,582.17,291.08,0,UPI,Completed
O00568,2025-11-23,C0009,P0012,S003,5,2046.14,0.0,0,Net Banking,Completed
O00569,2025-06-14,C0035,P0045,S010,8,1902.16,760.86,0,Cash,Completed
O00570,2025-05-18,C0069,P0002,S003,2,1919.77,383.95,0,Card,Completed
O00571,2025-01-08,C0094,P0001,S004,2,1383.98,138.4,0,Net Banking,Completed
O00572,2025-12-23,C0054,P0020,S008,6,1439.39,1295.45,0,Cash,Completed
O00573,2025-02-06,C0097,P0010,S001,5,1826.7,1370.02,0,Net Banking,Completed
O00574,2025-07-17,C0033,P0025,S001,2,221.76,22.18,0,Net Banking,Completed
O00575,2025-08-31,C0005,P0013,S008,2,748.7,74.87,0,Net Banking,Completed
O00576,2025-05-10,C0040,P0021,S003,1,1301.36,0.0,0,Net Banking,Completed
O00577,2025-05-01,C0026,P0024,S001,4,288.47,0.0,0,Net Banking,Completed
O00578,2025-05-05,C0022,P0018,S010,2,1251.95,375.58,0,Cash,Returned
O00579,2025-07-10,C0075,P0045,S008,10,1902.16,951.08,0,Cash,Completed
O00580,2025-01-31,C0064,P0006,S010,6,1428.87,0.0,0,UPI,Completed
O00581,2025-04-30,C0090,P0035,S002,3,259.13,116.61,0,UPI,Returned
O00582,2025-01-11,C0083,P0049,S006,8,969.43,387.77,0,Net Banking,Completed
O00583,2025-10-14,C0018,P0017,S001,8,2005.24,2406.29,0,UPI,Completed
O00584,2025-06-15,C0063,P0013,S010,3,748.7,224.61,0,Net Banking,Completed
O00585,2025-08-19,C0077,P0036,S003,2,1065.1,106.51,0,UPI,Completed
O00586,2025-04-05,C0070,P0024,S008,1,288.47,43.27,0,Cash,Completed
O00587,2025-02-02,C0047,P0050,S010,4,955.7,382.28,0,Net Banking,Completed
O00588,2025-06-15,C0088,P0032,S009,3,2118.05,635.42,0,Net Banking,Completed
O00589,2025-03-08,C0015,P0007,S009,2,1370.89,0.0,0,Card,Completed
O00590,2025-01-17,C0026,P0007,S008,4,1370.89,0.0,0,Net Banking,Completed
O00591,2025-07-07,C0068,P0040,S010,5,1024.91,0.0,0,Card,Completed
O00592,2025-08-28,C0010,P0001,S004,8,1383.98,0.0,0,Cash,Completed
O00593,2025-09-28,C0096,P0027,S006,1,1703.9,170.39,0,Cash,Completed
O00594,2025-02-21,C0039,P0005,S004,9,1505.51,0.0,0,Card,Completed
O00595,2025-10-13,C0025,P0013,S009,4,748.7,149.74,0,Net Banking,Completed
O00596,2025-12-26,C0099,P0041,S010,6,1612.03,1450.83,0,Net Banking,Completed
O00597,2025-12-03,C0022,P0012,S009,7,2046.14,1432.3,0,Card,Completed
O00598,2025-07-10,C0077,P0029,S006,6,773.79,464.27,0,Net Banking,Completed
O00599,2025-10-16,C0056,P0047,S006,10,1161.35,580.68,0,Card,Completed
O00600,2025-08-18,C0071,P0048,S005,6,181.2,163.08,0,Net Banking,Completed
O00601,2025-06-04,C0005,P0019,S010,1,273.93,13.7,0,Cash,Completed
O00602,2025-10-11,C0029,P0014,S006,1,1255.9,125.59,0,Card,Completed
O00603,2025-07-07,C0059,P0023,S003,3,888.86,266.66,0,Card,Completed
O00604,2025-02-09,C0039,P0006,S010,7,1428.87,500.1,0,UPI,Completed
O00605,2025-01-20,C0023,P0032,S010,2,2118.05,423.61,0,Net Banking,Completed
O00606,2025-08-02,C0008,P0050,S006,6,955.7,860.13,0,Cash,Completed
O00607,2025-01-28,C0030,P0048,S010,1,181.2,27.18,0,UPI,Completed
O00608,2025-09-15,C0041,P0035,S010,3,259.13,77.74,0,Card,Completed
O00609,2025-04-24,C0087,P0047,S007,8,1161.35,0.0,0,Net Banking,Completed
O00610,2025-09-01,C0051,P0010,S003,6,1826.7,0.0,0,Cash,Completed
O00611,2025-12-24,C0034,P0006,S007,9,1428.87,1928.97,0,Card,Completed
O00612,2025-11-30,C0062,P0036,S004,8,1065.1,1278.12,0,Card,Completed
O00613,2025-05-17,C0095,P0034,S004,4,582.17,0.0,0,Net Banking,Completed
O00614,2025-07-07,C0074,P0006,S002,7,1428.87,1500.31,0,UPI,Completed
O00615,2025-06-29,C0045,P0039,S001,5,603.51,150.88,0,Net Banking,Completed
O00616,2025-03-21,C0057,P0003,S004,4,1858.13,743.25,0,Cash,Completed
O00617,2025-01-08,C0007,P0016,S010,3,1450.9,435.27,0,UPI,Completed
O00618,2025-06-19,C0015,P0020,S008,8,1439.39,0.0,0,Card,Completed
O00619,2025-10-08,C0028,P0014,S009,9,1255.9,1130.31,0,Net Banking,Completed
O00620,2025-05-11,C0019,P0045,S001,7,1902.16,0.0,0,Card,Completed
O00621,2025-08-27,C0026,P0045,S010,5,1902.16,0.0,0,Cash,Completed
O00622,2025-05-30,C0085,P0018,S006,2,1251.95,0.0,0,Net Banking,Completed
O00623,2025-11-02,C0049,P0033,S002,6,1226.2,1103.58,0,Cash,Completed
O00624,2025-05-07,C0065,P0030,S009,1,267.11,0.0,0,UPI,Completed
O00625,2025-12-17,C0051,P0048,S003,1,181.2,18.12,0,UPI,Completed
O00626,2025-11-17,C0039,P0016,S009,5,1450.9,0.0,0,UPI,Completed
O00627,2025-06-24,C0004,P0036,S005,4,1065.1,213.02,0,Net Banking,Completed
O00628,2025-08-02,C0012,P0047,S007,9,1161.35,522.61,0,Card,Completed
O00629,2025-10-05,C0055,P0020,S010,6,1439.39,1295.45,0,Card,Completed
O00630,2025-06-08,C0018,P0038,S009,4,1329.92,265.98,0,Card,Completed
O00631,2025-02-04,C0099,P0010,S010,3,1826.7,548.01,0,Cash,Completed
O00632,2025-07-30,C0019,P0047,S001,6,1161.35,1045.21,0,UPI,Completed
O00633,2025-02-24,C0082,P0048,S005,3,181.2,27.18,0,Card,Completed
O00634,2025-11-02,C0098,P0040,S010,5,1024.91,256.23,0,Card,Completed
O00635,2025-09-15,C0004,P0023,S002,8,888.86,355.54,0,Net Banking,Completed
O00636,2025-03-12,C0048,P0012,S007,8,2046.14,2455.37,0,Card,Completed
O00637,2025-04-24,C0005,P0027,S001,5,1703.9,1277.92,0,Card,Completed
O00638,2025-12-19,C0009,P0012,S008,10,2046.14,3069.21,0,UPI,Completed
O00639,2025-06-10,C0032,P0028,S007,1,2096.23,314.43,0,Net Banking,Completed
O00640,2025-09-24,C0096,P0037,S010,9,1625.66,0.0,0,Cash,Completed
O00641,2025-01-21,C0006,P0016,S009,9,1450.9,1958.71,0,Net Banking,Completed
O00642,2025-07-23,C0081,P0004,S004,5,918.38,688.78,0,UPI,Completed
O00643,2025-11-10,C0037,P0030,S003,7,267.11,186.98,0,Cash,Completed
O00644,2025-04-03,C0019,P0030,S008,2,267.11,0.0,0,Card,Completed
